thumb,index,middle,ring,pinky,top_finger,bottom_finger
"0.739465,0.856583,-0.026043;0.718503,0.771027,-0.040255;0.735875,0.700283,-0.054052;0.758648,0.637070,-0.066519","0.733259,0.634438,-0.008910;0.757621,0.548598,-0.034673;0.781374,0.488402,-0.059827;0.803981,0.435089,-0.078819","0.771127,0.627534,-0.014314;0.784236,0.528453,-0.036242;0.795628,0.463050,-0.058053;0.803332,0.399042,-0.074303","0.806081,0.644155,-0.025169;0.814883,0.548977,-0.048565;0.817721,0.489584,-0.063919;0.816543,0.434268,-0.074134","0.840918,0.680110,-0.039363;0.841794,0.600855,-0.062375;0.836676,0.549507,-0.073595;0.827305,0.502047,-0.080486",index2,pinky5
"0.722514,0.809094,-0.028728;0.688762,0.726746,-0.041712;0.688297,0.648848,-0.052274;0.682369,0.575326,-0.061929","0.735967,0.614057,-0.017356;0.726614,0.514676,-0.036086;0.724709,0.455950,-0.052273;0.724995,0.400805,-0.064752","0.779902,0.606158,-0.020318;0.781532,0.500809,-0.038522;0.787064,0.435377,-0.057162;0.793247,0.377671,-0.071256","0.815224,0.624435,-0.027988;0.837136,0.537091,-0.049982;0.855399,0.474488,-0.067138;0.869680,0.419662,-0.078450","0.844185,0.656237,-0.038151;0.851625,0.577071,-0.057466;0.853780,0.525236,-0.066781;0.854294,0.477112,-0.073263",ring4,pinky5
"0.742544,0.782516,-0.012249;0.719646,0.691109,-0.021205;0.723669,0.621614,-0.032172;0.764668,0.592211,-0.042402","0.753476,0.612736,0.007630;0.755917,0.524949,-0.006246;0.760474,0.471894,-0.017384;0.770395,0.424718,-0.028002","0.786137,0.611447,-0.001023;0.781275,0.550820,-0.033895;0.774363,0.586603,-0.045832;0.774545,0.623412,-0.043624","0.820709,0.622557,-0.014161;0.829586,0.533925,-0.035304;0.833613,0.473606,-0.043660;0.837708,0.417489,-0.046595","0.855933,0.649414,-0.028657;0.878019,0.598134,-0.037082;0.891506,0.562644,-0.037882;0.901543,0.526534,-0.038897",thumb1,middle3
"0.726434,0.805828,-0.024529;0.693336,0.708869,-0.033905;0.693303,0.630727,-0.041638;0.689748,0.558488,-0.048235","0.757521,0.603741,-0.008900;0.768921,0.513330,-0.024086;0.782946,0.459586,-0.038668;0.795394,0.411105,-0.050678","0.800189,0.608768,-0.013357;0.837072,0.523989,-0.029742;0.864662,0.473431,-0.044935;0.885379,0.427321,-0.055729","0.831238,0.631247,-0.023120;0.855603,0.543644,-0.044061;0.872489,0.481477,-0.059555;0.884276,0.424575,-0.069583","0.857769,0.663815,-0.035376;0.861905,0.584004,-0.055390;0.861358,0.532779,-0.065345;0.858827,0.485552,-0.071960",middle3,pinky5
"0.739078,0.794732,-0.014564;0.723784,0.696614,-0.019073;0.736745,0.623359,-0.025351;0.740320,0.559134,-0.031388","0.778782,0.609586,0.007711;0.797911,0.532171,-0.009838;0.817962,0.483031,-0.028235;0.838875,0.441311,-0.041616","0.808132,0.611480,0.000021;0.824556,0.520370,-0.014211;0.840828,0.462274,-0.030360;0.856687,0.413648,-0.041711","0.832842,0.629903,-0.012699;0.843283,0.538389,-0.029179;0.851608,0.480478,-0.040603;0.860422,0.432434,-0.047703","0.856722,0.660293,-0.028048;0.858390,0.581738,-0.043586;0.856002,0.532596,-0.050642;0.852965,0.491341,-0.054792",index2,pinky5
"0.685904,0.831040,-0.025219;0.644671,0.740770,-0.030678;0.635722,0.654870,-0.033761;0.618243,0.584166,-0.035249","0.682277,0.633688,0.000854;0.669764,0.541976,-0.009416;0.667972,0.486269,-0.020422;0.668760,0.437592,-0.029386","0.727885,0.624024,0.000036;0.731697,0.528618,-0.007162;0.739333,0.472361,-0.017863;0.745033,0.425881,-0.026647","0.766087,0.635712,-0.006540;0.782656,0.541960,-0.021282;0.794864,0.481482,-0.032283;0.802844,0.429881,-0.039869","0.799773,0.660109,-0.015660;0.806557,0.582457,-0.029675;0.812540,0.537884,-0.034514;0.815597,0.498302,-0.037965",pinky5,ring4
"0.698392,0.843734,-0.027619;0.665094,0.750821,-0.037250;0.669503,0.665143,-0.045814;0.671647,0.590237,-0.052195","0.716436,0.635564,0.000515;0.727294,0.546453,-0.016250;0.742179,0.486702,-0.033879;0.758657,0.434341,-0.047322","0.749632,0.629097,-0.001775;0.746915,0.524569,-0.015255;0.748688,0.461229,-0.029454;0.752578,0.406409,-0.039920","0.783333,0.642838,-0.010721;0.782660,0.541383,-0.030344;0.779233,0.478570,-0.043493;0.777594,0.422616,-0.052268","0.823935,0.671045,-0.023218;0.845803,0.588670,-0.042067;0.857915,0.536466,-0.051727;0.866749,0.485793,-0.058307",ring4,index2
"0.692939,0.832244,-0.028219;0.657161,0.739323,-0.038321;0.655587,0.654693,-0.045575;0.649461,0.580309,-0.051266","0.708977,0.624087,-0.008873;0.717925,0.528506,-0.023382;0.731222,0.472026,-0.038241;0.745226,0.424854,-0.049674","0.753525,0.622699,-0.009401;0.776393,0.525196,-0.020728;0.796775,0.464629,-0.034100;0.813587,0.416402,-0.044495","0.789051,0.640541,-0.015406;0.810057,0.545526,-0.030204;0.823993,0.481256,-0.042560;0.835837,0.424587,-0.052002","0.821774,0.672029,-0.024463;0.843146,0.597890,-0.039080;0.856776,0.548104,-0.046419;0.868395,0.500708,-0.051855",ring4,middle3
"0.692168,0.849410,-0.029702;0.649976,0.762777,-0.040506;0.639643,0.676002,-0.048369;0.625897,0.603733,-0.054627","0.680449,0.643348,-0.013086;0.675808,0.545707,-0.027690;0.676780,0.480546,-0.041640;0.679705,0.427669,-0.052185","0.717543,0.631818,-0.013075;0.702922,0.524055,-0.023281;0.692842,0.455644,-0.035761;0.684046,0.399695,-0.045229","0.756376,0.639598,-0.018035;0.752822,0.531269,-0.032660;0.748736,0.464304,-0.046078;0.744289,0.406445,-0.056147","0.797325,0.663772,-0.026043;0.808070,0.581567,-0.042921;0.814576,0.529135,-0.052615;0.818292,0.480532,-0.059157",middle3,index2
"0.703544,0.823975,-0.021903;0.672488,0.732041,-0.029820;0.671779,0.654580,-0.037544;0.662686,0.585291,-0.043840","0.720781,0.623236,0.002008;0.735593,0.539051,-0.011846;0.747971,0.482507,-0.027391;0.759975,0.434604,-0.039339","0.754355,0.620202,-0.002286;0.757897,0.524814,-0.013379;0.761881,0.460586,-0.026645;0.763878,0.406694,-0.035867","0.787520,0.635275,-0.011909;0.787490,0.536760,-0.026680;0.786145,0.473408,-0.037073;0.781974,0.418867,-0.043689","0.825142,0.665009,-0.024577;0.827729,0.583109,-0.039813;0.823452,0.532791,-0.046450;0.814847,0.489107,-0.050160",index2,ring4
"0.675735,0.792493,-0.020935;0.642234,0.699553,-0.025663;0.639979,0.616794,-0.029851;0.631637,0.544243,-0.033330","0.695391,0.601522,0.001200;0.692024,0.512177,-0.010945;0.693692,0.460388,-0.023956;0.696513,0.411724,-0.034361","0.738312,0.593351,-0.004894;0.742400,0.491240,-0.016374;0.749700,0.426504,-0.031220;0.756641,0.373075,-0.042587","0.773730,0.608627,-0.016383;0.796090,0.522928,-0.034715;0.815205,0.463049,-0.050520;0.829165,0.411155,-0.060647","0.803418,0.637150,-0.030172;0.810898,0.556225,-0.047456;0.812938,0.503401,-0.056004;0.812953,0.455259,-0.062019",ring4,pinky5
"0.667654,0.788146,-0.021875;0.631914,0.698490,-0.028129;0.627818,0.620187,-0.033618;0.619910,0.551747,-0.037800","0.690780,0.592379,0.001661;0.690610,0.504003,-0.007546;0.695963,0.449395,-0.017052;0.702526,0.405026,-0.025269","0.732491,0.594033,-0.002549;0.755980,0.504472,-0.009526;0.775183,0.453574,-0.018384;0.789904,0.411194,-0.025548","0.765199,0.613765,-0.012454;0.789127,0.524186,-0.027048;0.805350,0.467309,-0.037558;0.816972,0.418716,-0.044964","0.792975,0.644237,-0.024846;0.804712,0.568189,-0.039401;0.810678,0.530719,-0.044570;0.814192,0.500846,-0.048276",pinky5,ring4
"0.667530,0.794093,-0.016591;0.644331,0.695839,-0.020975;0.651726,0.618948,-0.026447;0.653532,0.551381,-0.031255","0.692152,0.611465,0.005622;0.706565,0.533820,-0.010700;0.724167,0.483075,-0.027571;0.742344,0.438586,-0.040398","0.723729,0.608073,-0.000765;0.743945,0.515026,-0.013825;0.761331,0.454773,-0.028460;0.777660,0.403064,-0.039148","0.749996,0.623377,-0.012358;0.759122,0.529454,-0.028410;0.764635,0.472287,-0.040498;0.770350,0.423753,-0.048465","0.775517,0.651561,-0.026658;0.773476,0.575504,-0.043214;0.767063,0.527380,-0.052017;0.760392,0.486445,-0.057712",pinky5,index2
"0.668282,0.792232,-0.021709;0.633725,0.701621,-0.028049;0.626577,0.620717,-0.033536;0.614722,0.551893,-0.038211","0.682959,0.607087,-0.005025;0.671243,0.516808,-0.020126;0.669058,0.465724,-0.033513;0.669228,0.418602,-0.043357","0.724398,0.598114,-0.010207;0.720284,0.496769,-0.025466;0.722564,0.434023,-0.041429;0.724861,0.381930,-0.052577","0.760117,0.612852,-0.020164;0.779910,0.530940,-0.041662;0.797851,0.474202,-0.056790;0.810752,0.425609,-0.064978","0.790484,0.640343,-0.032041;0.799097,0.559364,-0.049926;0.802349,0.505945,-0.056984;0.802839,0.458141,-0.061162",ring4,pinky5
"0.678345,0.758786,-0.009693;0.659290,0.667567,-0.013998;0.667043,0.597884,-0.021082;0.705196,0.577031,-0.027328","0.703584,0.604493,0.015013;0.713076,0.522896,0.007088;0.718700,0.473750,-0.001091;0.726935,0.429742,-0.009654","0.734659,0.608750,0.007747;0.732840,0.550011,-0.015865;0.720152,0.563545,-0.027608;0.712378,0.585279,-0.027891","0.767044,0.623408,-0.003459;0.774837,0.543590,-0.019203;0.776445,0.487975,-0.027749;0.778981,0.440001,-0.031493","0.800299,0.650860,-0.016125;0.821129,0.605028,-0.021520;0.834642,0.576096,-0.022304;0.846570,0.550721,-0.023303",middle3,thumb1
"0.683464,0.777107,-0.019575;0.670684,0.690320,-0.029371;0.691136,0.626188,-0.040168;0.725619,0.602104,-0.048548","0.691349,0.598153,-0.006763;0.694704,0.510563,-0.020275;0.699191,0.459908,-0.028674;0.703978,0.418358,-0.033325","0.727493,0.597889,-0.008913;0.747590,0.509114,-0.025591;0.760755,0.451697,-0.036393;0.773437,0.402961,-0.041840","0.759321,0.614432,-0.014469;0.758265,0.561659,-0.037486;0.737311,0.593516,-0.039220;0.724415,0.622706,-0.032404","0.787946,0.637713,-0.022047;0.796364,0.570469,-0.034915;0.798950,0.530133,-0.033375;0.801096,0.494393,-0.029098",thumb1,ring4
"0.669208,0.773963,-0.013436;0.636084,0.694228,-0.021711;0.637720,0.623230,-0.033069;0.673577,0.591863,-0.042363","0.681110,0.617372,0.009906;0.676438,0.558431,-0.017420;0.666348,0.560225,-0.039828;0.658657,0.577872,-0.050108","0.716246,0.603408,0.003252;0.718733,0.508360,-0.007806;0.718759,0.450229,-0.016448;0.719624,0.401365,-0.020802","0.753318,0.613142,-0.009874;0.759389,0.529562,-0.022951;0.761170,0.478445,-0.029130;0.760196,0.435611,-0.031229","0.789592,0.640928,-0.025521;0.808691,0.584878,-0.032892;0.819735,0.551353,-0.031290;0.827122,0.523141,-0.028663",index2,thumb1
"0.673864,0.769237,-0.015702;0.641829,0.688918,-0.023915;0.625158,0.623413,-0.034402;0.648890,0.581552,-0.041416","0.683217,0.617171,0.008992;0.674530,0.558651,-0.019903;0.666524,0.589801,-0.043704;0.663650,0.625099,-0.054373","0.716804,0.602578,0.004766;0.716713,0.513133,-0.006312;0.716986,0.459840,-0.015974;0.717919,0.413129,-0.021613","0.752862,0.611935,-0.006360;0.756908,0.533576,-0.017975;0.759448,0.489944,-0.022967;0.759266,0.451408,-0.024402","0.787784,0.638505,-0.020132;0.803694,0.583989,-0.024320;0.814379,0.553492,-0.020313;0.821722,0.527002,-0.016307",thumb1,index2
"0.675423,0.780829,-0.023816;0.638106,0.695592,-0.033746;0.623408,0.623084,-0.042023;0.611583,0.566649,-0.048601","0.705631,0.597585,-0.013730;0.705146,0.509685,-0.028206;0.708880,0.456980,-0.040723;0.714332,0.412060,-0.050910","0.744050,0.596135,-0.016028;0.763627,0.504036,-0.027512;0.781214,0.447285,-0.036952;0.795406,0.403696,-0.043877","0.777984,0.614784,-0.023025;0.787282,0.519165,-0.038997;0.791908,0.461634,-0.050049;0.795846,0.412787,-0.057971","0.810307,0.652016,-0.032587;0.837992,0.594658,-0.047426;0.854727,0.557340,-0.055228;0.868412,0.523499,-0.060990",middle3,ring4
"0.684796,0.775744,-0.015126;0.668053,0.691143,-0.019814;0.693165,0.630157,-0.023816;0.734445,0.604822,-0.028791","0.691673,0.602987,-0.005549;0.690307,0.513963,-0.013521;0.692671,0.456975,-0.020739;0.695572,0.407948,-0.029212","0.729853,0.601947,-0.012976;0.747138,0.511479,-0.017102;0.762855,0.460630,-0.023874;0.773163,0.421404,-0.031260","0.762300,0.622096,-0.024264;0.784950,0.529942,-0.044143;0.800645,0.470404,-0.063378;0.813612,0.422280,-0.078240","0.790061,0.656498,-0.035940;0.771593,0.601211,-0.065414;0.741830,0.622435,-0.076568;0.717404,0.653343,-0.084042",thumb1,pinky5
"0.679242,0.775788,-0.013681;0.662504,0.696379,-0.019365;0.680973,0.640308,-0.024731;0.719884,0.616915,-0.031282","0.688462,0.602786,-0.005025;0.688309,0.515051,-0.014027;0.690758,0.458244,-0.021914;0.693434,0.408499,-0.030752","0.726524,0.603669,-0.013764;0.748831,0.513944,-0.021117;0.765713,0.463764,-0.028893;0.776582,0.422006,-0.036118","0.757695,0.623958,-0.026129;0.780621,0.532151,-0.048757;0.793468,0.471797,-0.067925;0.804039,0.421492,-0.081822","0.784031,0.658071,-0.038645;0.764695,0.602670,-0.068513;0.734998,0.626603,-0.078235;0.711456,0.659237,-0.084278",thumb1,pinky5
"0.662421,0.791690,-0.016981;0.636533,0.696890,-0.021696;0.641326,0.622320,-0.026835;0.650696,0.558941,-0.030639","0.679056,0.606511,0.006421;0.693327,0.529073,-0.005412;0.709510,0.479552,-0.018641;0.725936,0.438362,-0.028859","0.708845,0.604761,0.002024;0.725695,0.520038,-0.006429;0.740900,0.464421,-0.017541;0.754925,0.418440,-0.025695","0.735602,0.619182,-0.007294;0.743317,0.531964,-0.018650;0.749627,0.476588,-0.027121;0.755516,0.429496,-0.032857","0.761186,0.644815,-0.019466;0.756939,0.569783,-0.032478;0.751078,0.522923,-0.038951;0.745023,0.483349,-0.042867",pinky5,index2
"0.667753,0.776138,-0.010705;0.632512,0.697828,-0.017229;0.628330,0.624239,-0.026499;0.665378,0.603433,-0.034536","0.679177,0.620272,0.011072;0.674545,0.559806,-0.014597;0.663219,0.555450,-0.038142;0.653924,0.570244,-0.050406","0.712388,0.607464,0.003979;0.709773,0.513793,-0.006831;0.705091,0.455892,-0.018259;0.700870,0.409475,-0.025686","0.748582,0.617580,-0.008774;0.753476,0.531624,-0.020986;0.754202,0.481638,-0.029478;0.752410,0.440059,-0.034082","0.784086,0.645908,-0.023556;0.796484,0.583910,-0.030770;0.803256,0.547346,-0.030559;0.807329,0.514253,-0.029852",index2,thumb1
"0.673744,0.806333,-0.017841;0.645347,0.708398,-0.025562;0.651343,0.630929,-0.035123;0.682949,0.580304,-0.043457","0.703275,0.609316,0.006631;0.718760,0.524479,-0.009140;0.733823,0.471791,-0.025850;0.749015,0.427623,-0.039168","0.734896,0.607710,-0.000963;0.758283,0.509166,-0.015465;0.773438,0.443194,-0.031134;0.787360,0.387328,-0.042362","0.761610,0.624071,-0.013997;0.770374,0.525836,-0.030970;0.771059,0.465919,-0.043583;0.772659,0.416053,-0.051644","0.786351,0.653611,-0.030043;0.784242,0.572348,-0.046336;0.776373,0.520441,-0.055396;0.768169,0.476661,-0.061369",pinky5,index2
"0.658324,0.798042,-0.027165;0.630704,0.700956,-0.038883;0.635338,0.618157,-0.049516;0.634204,0.546183,-0.059248","0.685646,0.613150,-0.012255;0.712601,0.523893,-0.035144;0.735955,0.470921,-0.055126;0.758762,0.422698,-0.069978","0.722890,0.616598,-0.015933;0.753060,0.519178,-0.034576;0.778433,0.461259,-0.051886;0.801793,0.409061,-0.065331","0.751759,0.638939,-0.025295;0.773372,0.542941,-0.045741;0.790818,0.484079,-0.059436;0.807325,0.432545,-0.069240","0.779282,0.676039,-0.037943;0.788522,0.601186,-0.057248;0.791132,0.549868,-0.067432;0.792233,0.503587,-0.074749",pinky5,middle3
"0.682871,0.777487,-0.019395;0.675405,0.676655,-0.023029;0.717133,0.615182,-0.026150;0.767147,0.605465,-0.030192","0.712879,0.595524,-0.002523;0.721299,0.507651,-0.009185;0.733375,0.453771,-0.016874;0.742906,0.410127,-0.025874","0.753053,0.608161,-0.007747;0.786464,0.526439,-0.015174;0.801497,0.480854,-0.027030;0.807079,0.443766,-0.037166","0.782010,0.637641,-0.017126;0.811314,0.558956,-0.037061;0.813613,0.508446,-0.059514;0.809550,0.470273,-0.075255","0.800764,0.674544,-0.027709;0.791637,0.615662,-0.055007;0.768664,0.611479,-0.070116;0.745827,0.619052,-0.080062",pinky5,thumb1
"0.652169,0.802876,-0.024744;0.625678,0.708916,-0.032535;0.634234,0.629197,-0.039191;0.640773,0.560168,-0.043406","0.682532,0.603849,0.003071;0.702321,0.519114,-0.010086;0.721178,0.468817,-0.025413;0.739361,0.425556,-0.037213","0.718098,0.604590,0.001418;0.730310,0.507805,-0.008590;0.740269,0.449827,-0.021147;0.748282,0.403180,-0.030401","0.749443,0.623804,-0.006164;0.759955,0.530212,-0.019483;0.764259,0.472163,-0.029258;0.768256,0.421463,-0.036047","0.783041,0.657431,-0.017275;0.803690,0.581078,-0.030560;0.813695,0.530765,-0.037144;0.821370,0.482208,-0.041319",ring4,index2
"0.630385,0.808152,-0.025377;0.589170,0.725815,-0.034082;0.576285,0.646644,-0.041194;0.564450,0.579223,-0.046529","0.633938,0.615270,-0.007525;0.628110,0.526439,-0.020090;0.628276,0.471958,-0.031522;0.630582,0.426863,-0.040467","0.673660,0.609237,-0.008809;0.683500,0.511938,-0.019159;0.690994,0.450775,-0.030508;0.696965,0.402203,-0.039184","0.708947,0.621244,-0.015300;0.717522,0.528698,-0.032373;0.718084,0.472785,-0.046686;0.717925,0.423480,-0.056676","0.742672,0.648320,-0.024271;0.773787,0.582884,-0.043224;0.795442,0.540119,-0.054778;0.814050,0.500024,-0.062435",ring4,middle3
"0.637317,0.805779,-0.024987;0.604535,0.713077,-0.034121;0.598703,0.630458,-0.042433;0.591850,0.560859,-0.048746","0.654813,0.617799,-0.005402;0.670556,0.531314,-0.023731;0.688378,0.479238,-0.040109;0.706114,0.435716,-0.051723","0.689748,0.613927,-0.008535;0.701616,0.511248,-0.024399;0.714012,0.446703,-0.038907;0.725112,0.394173,-0.048811","0.724192,0.629093,-0.017383;0.729250,0.532864,-0.038879;0.730845,0.470278,-0.053141;0.733706,0.418513,-0.061809","0.761709,0.661253,-0.028947;0.790865,0.587689,-0.047784;0.810703,0.540155,-0.057170;0.827614,0.497386,-0.063184",ring4,index2
"0.662804,0.782090,-0.019364;0.646396,0.693526,-0.025647;0.680063,0.634755,-0.031055;0.727782,0.622969,-0.037376","0.682730,0.605779,-0.008310;0.684579,0.518149,-0.018237;0.690445,0.462023,-0.028145;0.695468,0.417416,-0.038129","0.720962,0.613409,-0.013453;0.746210,0.528187,-0.023313;0.755717,0.479085,-0.035899;0.757974,0.443339,-0.045775","0.750580,0.639311,-0.022155;0.772479,0.557238,-0.041545;0.769930,0.505425,-0.061630;0.763207,0.466827,-0.075621","0.772652,0.676378,-0.032058;0.759051,0.623886,-0.057385;0.735832,0.620907,-0.069828;0.713528,0.628216,-0.077609",pinky5,thumb1
"0.653336,0.784083,-0.027467;0.627055,0.700613,-0.037360;0.631275,0.623489,-0.044711;0.630852,0.556228,-0.049942","0.678873,0.601144,-0.010587;0.692220,0.511986,-0.024868;0.704485,0.454354,-0.038407;0.716682,0.408512,-0.047924","0.715358,0.602148,-0.009696;0.720986,0.502120,-0.017326;0.725713,0.437312,-0.026959;0.728846,0.385249,-0.034280","0.750954,0.620968,-0.013734;0.763125,0.530793,-0.024823;0.769573,0.476144,-0.034280;0.773381,0.430316,-0.041337","0.786290,0.655306,-0.021056;0.813142,0.596428,-0.033176;0.830030,0.560922,-0.039162;0.843796,0.528717,-0.042882",middle3,index2
"0.657294,0.806213,-0.027381;0.624597,0.717317,-0.038352;0.622476,0.638000,-0.047387;0.615498,0.564114,-0.055445","0.671922,0.608433,-0.012743;0.663744,0.514079,-0.030283;0.661946,0.458456,-0.046641;0.662382,0.405608,-0.059682","0.715397,0.601322,-0.016351;0.719336,0.502781,-0.033097;0.724980,0.439633,-0.051562;0.730495,0.383391,-0.066024","0.750328,0.618991,-0.025049;0.773059,0.533661,-0.046097;0.791345,0.471548,-0.064102;0.804920,0.417111,-0.076556","0.778769,0.650577,-0.036367;0.786758,0.573072,-0.055629;0.787429,0.521493,-0.066403;0.785793,0.474512,-0.074308",ring4,pinky5
"0.650082,0.798894,-0.024028;0.617058,0.710956,-0.032291;0.611573,0.632971,-0.039974;0.606072,0.563142,-0.045643","0.666709,0.610843,0.002660;0.680374,0.529193,-0.012339;0.693361,0.478014,-0.028918;0.706211,0.433140,-0.041423","0.699582,0.606701,0.000005;0.704717,0.515201,-0.011552;0.710556,0.456148,-0.024811;0.715363,0.407515,-0.034181","0.731695,0.620451,-0.008495;0.738253,0.526729,-0.023196;0.744042,0.465037,-0.033035;0.748030,0.410637,-0.039478","0.767325,0.649542,-0.020301;0.778126,0.575831,-0.034116;0.781686,0.529370,-0.039308;0.781338,0.488076,-0.042269",index2,ring4
"0.649500,0.799060,-0.013939;0.615731,0.708143,-0.016344;0.608008,0.632813,-0.020739;0.603821,0.565615,-0.024134","0.656555,0.617858,0.016533;0.664521,0.536996,0.004857;0.675304,0.486175,-0.009189;0.685934,0.442068,-0.020351","0.687163,0.614003,0.009267;0.698878,0.527440,-0.000389;0.709070,0.470916,-0.013813;0.717520,0.422234,-0.024006","0.715063,0.625208,-0.003672;0.719521,0.537651,-0.017240;0.720546,0.482241,-0.027757;0.720675,0.434970,-0.034776","0.743001,0.645653,-0.019383;0.731291,0.572021,-0.033577;0.719839,0.526280,-0.040871;0.709622,0.487260,-0.045588",pinky5,index2
"0.673633,0.781571,-0.018357;0.658114,0.697041,-0.022958;0.690080,0.638170,-0.027273;0.732164,0.619968,-0.032318","0.687160,0.600447,-0.001446;0.689230,0.513882,-0.009489;0.694010,0.458803,-0.019481;0.696452,0.411825,-0.029883","0.726448,0.605649,-0.007397;0.744662,0.521870,-0.013379;0.754547,0.470264,-0.026026;0.757293,0.428273,-0.037706","0.758203,0.630279,-0.017366;0.781062,0.553469,-0.033068;0.781423,0.501241,-0.053137;0.774425,0.459152,-0.068891","0.783590,0.667617,-0.028867;0.779198,0.611221,-0.049930;0.756975,0.611279,-0.060340;0.731134,0.621905,-0.068215",pinky5,thumb1
"0.652065,0.780876,-0.008206;0.625033,0.693287,-0.012338;0.617896,0.626519,-0.018928;0.643951,0.603130,-0.025060","0.672251,0.618804,0.014012;0.676731,0.538864,0.004785;0.673543,0.490463,-0.004920;0.672401,0.448377,-0.014635","0.705023,0.620115,0.005304;0.699562,0.552929,-0.022640;0.675772,0.569129,-0.037552;0.659878,0.597150,-0.038538","0.739687,0.629993,-0.006728;0.741610,0.552990,-0.021845;0.732945,0.501641,-0.030533;0.728255,0.457388,-0.034058","0.774142,0.653377,-0.020209;0.793240,0.603943,-0.024197;0.805284,0.571741,-0.025311;0.816872,0.541853,-0.026546",middle3,thumb1
"0.671727,0.777087,-0.017163;0.661406,0.689910,-0.023334;0.700594,0.636881,-0.028816;0.744790,0.630053,-0.035553","0.695316,0.599322,-0.012026;0.704361,0.509282,-0.023035;0.713795,0.453999,-0.033094;0.721587,0.408442,-0.043517","0.735091,0.605616,-0.018379;0.754804,0.519232,-0.027035;0.769564,0.467449,-0.039082;0.780193,0.426527,-0.049563","0.765154,0.633544,-0.027800;0.784360,0.552521,-0.044708;0.793606,0.491915,-0.064584;0.799400,0.440175,-0.080278","0.788078,0.677973,-0.038388;0.780418,0.635959,-0.062486;0.762582,0.620032,-0.075948;0.744884,0.611777,-0.085475",pinky5,thumb1
"0.651421,0.785651,-0.026012;0.626336,0.698905,-0.035571;0.632879,0.626631,-0.042492;0.632950,0.566089,-0.047782","0.692912,0.602456,-0.016728;0.707854,0.512525,-0.030706;0.720887,0.459685,-0.043011;0.732892,0.416305,-0.052406","0.731215,0.608815,-0.016919;0.757185,0.518408,-0.026921;0.776209,0.462758,-0.037264;0.790344,0.419787,-0.045119","0.764007,0.632040,-0.021504;0.783240,0.542444,-0.035081;0.791798,0.484264,-0.047416;0.798624,0.435791,-0.056807","0.794178,0.672367,-0.028796;0.826054,0.618712,-0.042560;0.845188,0.583400,-0.050932;0.861197,0.552396,-0.057043",middle3,ring4
